cust_id,loan_value,salary,late_cnt,missed_inst,dpd,arrears_flag
SYN-535,109398.0,114815.0,3,0,28.0,1
SYN-536,287421.0,82716.0,2,0,8.0,0
SYN-537,429928.0,171310.0,0,0,18.0,0
SYN-538,586032.0,68207.0,2,0,0.0,1
SYN-539,485849.0,72182.0,3,0,17.0,1
SYN-540,698578.0,125224.0,1,1,8.0,0
SYN-541,273183.0,30580.0,2,0,4.0,0
SYN-542,646833.0,139134.0,2,0,12.0,0
SYN-543,744107.0,86620.0,2,0,4.0,1
SYN-544,700292.0,176662.0,0,1,0.0,0
SYN-545,705220.0,133713.0,2,1,21.0,1
SYN-546,805231.0,37832.0,0,1,13.0,0
SYN-547,121552.0,43894.0,2,0,6.0,0
SYN-548,642613.0,43225.0,0,1,0.0,1
SYN-549,873376.0,172893.0,0,1,0.0,0
SYN-550,537603.0,132608.0,1,0,13.0,0
SYN-551,234719.0,94141.0,4,0,29.0,1
SYN-552,898941.0,60072.0,3,1,12.0,1
SYN-553,198476.0,161046.0,1,0,0.0,0
SYN-554,335224.0,60233.0,3,1,13.0,1
SYN-555,196253.0,136002.0,1,0,9.0,0
SYN-556,444836.0,144499.0,1,0,20.0,0
SYN-557,406045.0,74198.0,2,0,17.0,0
SYN-558,467555.0,105737.0,0,1,0.0,0
SYN-559,838786.0,63448.0,1,1,17.0,0
SYN-560,456576.0,86839.0,3,0,0.0,0
SYN-561,487432.0,174770.0,1,0,0.0,0
SYN-562,803680.0,133971.0,2,0,8.0,0
SYN-563,745094.0,156992.0,2,0,15.0,1
SYN-564,253764.0,111090.0,6,2,0.0,1
SYN-565,60987.0,65856.0,3,0,18.0,1
SYN-566,585075.0,136932.0,3,0,19.0,1
SYN-567,768122.0,105085.0,1,0,11.0,0
SYN-568,519923.0,56527.0,1,2,0.0,0
SYN-569,229500.0,91864.0,0,0,0.0,0
SYN-570,680152.0,125226.0,3,1,22.0,0
SYN-571,619108.0,140300.0,0,0,0.0,0
SYN-572,530278.0,66483.0,0,0,23.0,0
SYN-573,783836.0,161400.0,0,1,8.0,0
SYN-574,716606.0,86933.0,1,0,9.0,0
SYN-575,617759.0,70671.0,3,1,0.0,1
SYN-576,615045.0,59268.0,0,0,8.0,0
SYN-577,612872.0,150626.0,0,1,17.0,0
SYN-578,496390.0,83125.0,0,1,0.0,0
SYN-579,444333.0,102510.0,0,1,16.0,1
SYN-580,653160.0,63423.0,3,0,11.0,1
SYN-581,568920.0,132914.0,0,1,2.0,0
SYN-582,466483.0,147155.0,4,2,20.0,1
SYN-583,157662.0,80914.0,0,0,0.0,0
SYN-584,646639.0,171762.0,1,0,14.0,0
SYN-585,599099.0,34592.0,3,1,29.0,0
SYN-586,340911.0,49941.0,0,0,27.0,0
SYN-587,352875.0,118318.0,1,1,15.0,1
SYN-588,259714.0,135211.0,2,1,6.0,0
SYN-589,867628.0,67602.0,1,0,2.0,0
SYN-590,781171.0,113111.0,1,0,6.0,1
SYN-591,526892.0,77758.0,0,0,17.0,0
SYN-592,391405.0,113113.0,2,0,0.0,0
SYN-593,676301.0,128899.0,2,1,19.0,1
SYN-594,498569.0,175921.0,1,0,36.0,0
SYN-595,879473.0,98355.0,0,0,9.0,0
SYN-596,96854.0,127232.0,1,1,0.0,0
SYN-597,79143.0,116706.0,1,0,0.0,0
SYN-598,533319.0,77633.0,3,1,19.0,0
SYN-599,222787.0,67960.0,0,0,9.0,0
SYN-600,563659.0,178181.0,3,0,21.0,0
SYN-601,714210.0,61028.0,3,0,4.0,0
SYN-602,167393.0,148541.0,3,1,20.0,1
SYN-603,424517.0,51988.0,2,1,8.0,1
SYN-604,635367.0,150653.0,2,1,1.0,0
SYN-605,758784.0,57859.0,1,2,5.0,1
SYN-606,471892.0,175073.0,0,1,0.0,0
SYN-607,225231.0,132898.0,3,1,34.0,1
SYN-608,547929.0,43518.0,0,0,9.0,1
SYN-609,436340.0,133977.0,1,1,18.0,0
SYN-610,706137.0,120543.0,0,1,4.0,0
SYN-611,522240.0,80632.0,1,1,0.0,1
SYN-612,287509.0,69110.0,3,0,7.0,0
SYN-613,691234.0,137814.0,1,0,23.0,0
SYN-614,490085.0,141204.0,0,1,4.0,0
SYN-615,200915.0,79081.0,1,0,0.0,0
SYN-616,528611.0,161434.0,0,0,12.0,1
SYN-617,856072.0,70324.0,2,2,16.0,1
SYN-618,649689.0,40480.0,4,0,30.0,1
SYN-619,303983.0,119980.0,1,0,14.0,0
SYN-620,654242.0,46061.0,1,0,18.0,0
SYN-621,290215.0,71500.0,1,0,19.0,0
SYN-622,511286.0,106078.0,1,1,0.0,1
SYN-623,497606.0,72954.0,1,1,0.0,0
SYN-624,260282.0,62249.0,0,2,0.0,0
SYN-625,345699.0,135478.0,1,1,0.0,0
SYN-626,850854.0,112050.0,1,1,20.0,0
SYN-627,263009.0,155964.0,4,0,13.0,0
SYN-628,730873.0,117186.0,5,1,11.0,1
SYN-629,617265.0,102517.0,0,0,0.0,0
SYN-630,502735.0,69188.0,0,0,35.0,0
SYN-631,166888.0,148810.0,2,2,0.0,1
SYN-632,223885.0,59531.0,3,1,35.0,1
SYN-633,202131.0,66334.0,1,0,0.0,0
SYN-634,548775.0,156238.0,4,1,0.0,0
SYN-635,877376.0,141179.0,1,0,0.0,0
SYN-636,795653.0,121931.0,2,0,14.0,0
SYN-637,71464.0,35838.0,1,0,0.0,0
SYN-638,282668.0,49089.0,0,0,0.0,0
SYN-639,183669.0,104994.0,0,0,0.0,0
SYN-640,879326.0,141951.0,0,0,19.0,0
SYN-641,250269.0,99615.0,3,0,19.0,0
SYN-642,221116.0,32594.0,0,0,32.0,1
SYN-643,577744.0,57640.0,0,1,2.0,0
SYN-644,522759.0,118315.0,1,1,13.0,0
SYN-645,241974.0,134133.0,1,1,0.0,0
SYN-646,619810.0,35014.0,2,0,6.0,1
SYN-647,132456.0,36500.0,2,1,4.0,0
SYN-648,66464.0,69197.0,1,1,16.0,1
SYN-649,120053.0,42525.0,1,0,22.0,0
SYN-650,360138.0,111292.0,3,0,22.0,1
SYN-651,878764.0,48555.0,0,0,0.0,0
SYN-652,515160.0,127233.0,2,0,22.0,0
SYN-653,691517.0,146584.0,0,0,9.0,0
SYN-654,323271.0,175577.0,2,0,6.0,0
SYN-655,661438.0,172261.0,2,0,1.0,0
SYN-656,871254.0,71005.0,0,1,3.0,0
SYN-657,354097.0,34411.0,0,0,31.0,0
SYN-658,899201.0,79412.0,1,0,14.0,0
SYN-659,592648.0,136272.0,4,1,12.0,1
SYN-660,686303.0,38970.0,2,0,7.0,0
SYN-661,264342.0,83957.0,2,0,39.0,1
SYN-662,596627.0,74705.0,1,0,26.0,0
SYN-663,484355.0,62902.0,0,0,1.0,0
SYN-664,862942.0,135920.0,1,0,7.0,0
SYN-665,818974.0,128865.0,3,0,7.0,0
SYN-666,387172.0,110324.0,1,0,12.0,0
SYN-667,854839.0,166616.0,0,2,2.0,0
SYN-668,802091.0,45471.0,2,1,15.0,0
SYN-669,551826.0,52453.0,2,0,27.0,0
SYN-670,119800.0,87517.0,0,0,0.0,0
SYN-671,186672.0,128382.0,2,0,0.0,0
SYN-672,115343.0,117612.0,3,1,4.0,0
SYN-673,141794.0,41106.0,0,1,5.0,0
SYN-674,880410.0,173764.0,2,0,34.0,1
SYN-675,230342.0,75760.0,1,0,22.0,0
SYN-676,637226.0,83846.0,4,0,21.0,0
SYN-677,591049.0,123544.0,4,1,7.0,1
SYN-678,586473.0,171775.0,0,1,7.0,0
SYN-679,225698.0,129403.0,1,0,0.0,0
SYN-680,542445.0,173216.0,2,0,19.0,1
SYN-681,581708.0,58139.0,2,0,16.0,0
SYN-682,534845.0,122821.0,3,1,25.0,0
SYN-683,208238.0,154332.0,5,1,7.0,1
SYN-684,664602.0,106354.0,3,0,8.0,0
SYN-685,112257.0,84326.0,2,0,12.0,0
SYN-686,552520.0,177714.0,4,0,21.0,1
SYN-687,420820.0,51148.0,2,0,0.0,0
SYN-688,262744.0,91639.0,2,1,19.0,0
SYN-689,736281.0,161006.0,0,0,10.0,0
SYN-690,199509.0,165072.0,2,1,0.0,0
SYN-691,843034.0,177057.0,0,0,0.0,0
SYN-692,801880.0,162727.0,2,0,8.0,0
SYN-693,356499.0,37644.0,2,0,27.0,0
SYN-694,309380.0,169465.0,1,0,30.0,0
SYN-695,166864.0,94225.0,3,0,14.0,0
SYN-696,828879.0,127743.0,2,1,34.0,0
SYN-697,583402.0,89141.0,1,0,9.0,0
SYN-698,77016.0,152050.0,4,0,21.0,0
SYN-699,484350.0,116388.0,1,0,5.0,0
SYN-700,122929.0,156832.0,1,0,4.0,1
SYN-701,537688.0,59066.0,3,1,2.0,0
SYN-702,482617.0,57747.0,0,2,0.0,0
SYN-703,120419.0,96057.0,4,0,25.0,1
SYN-704,743482.0,30713.0,0,1,2.0,0
SYN-705,272970.0,133928.0,0,1,0.0,0
SYN-706,510262.0,74408.0,0,3,0.0,0
SYN-707,593183.0,113595.0,0,0,8.0,0
SYN-708,867959.0,40501.0,1,0,31.0,0
SYN-709,469740.0,55597.0,0,0,35.0,1
SYN-710,829718.0,123429.0,4,1,0.0,0
SYN-711,351629.0,75849.0,3,1,6.0,1
SYN-712,778822.0,62208.0,1,0,0.0,0
SYN-713,250452.0,64327.0,0,0,22.0,0
SYN-714,651358.0,62223.0,1,1,13.0,0
SYN-715,125320.0,123428.0,0,1,2.0,0
SYN-716,888143.0,55154.0,1,0,11.0,0
SYN-717,860846.0,84406.0,2,1,4.0,0
SYN-718,425882.0,133183.0,0,0,29.0,0
SYN-719,495345.0,107051.0,2,0,17.0,0
SYN-720,558109.0,119592.0,2,0,18.0,0
SYN-721,283782.0,67636.0,1,1,0.0,0
SYN-722,623301.0,169907.0,2,2,9.0,1
SYN-723,643778.0,92082.0,1,0,35.0,0
SYN-724,496315.0,73045.0,3,0,26.0,1
SYN-725,175580.0,165649.0,1,0,0.0,0
SYN-726,831308.0,128293.0,0,0,6.0,0
SYN-727,147788.0,122092.0,0,0,0.0,0
SYN-728,584796.0,163010.0,2,0,31.0,0
SYN-729,137625.0,38781.0,3,0,13.0,1
SYN-730,174186.0,155652.0,3,0,1.0,0
SYN-731,67458.0,131680.0,3,0,10.0,0
SYN-732,358859.0,83999.0,3,1,0.0,1
SYN-733,593645.0,68453.0,2,0,0.0,0
SYN-734,493313.0,45721.0,0,0,10.0,0
SYN-735,623358.0,171161.0,0,1,20.0,0
SYN-736,623766.0,51287.0,0,0,0.0,0
SYN-737,169148.0,68916.0,0,0,5.0,0
SYN-738,98737.0,133666.0,3,0,22.0,0
SYN-739,581554.0,136523.0,1,0,0.0,0
SYN-740,605241.0,54115.0,1,0,13.0,0
SYN-741,523198.0,152120.0,1,0,11.0,0
SYN-742,258898.0,106543.0,2,0,31.0,0
SYN-743,739150.0,157269.0,1,0,7.0,0
SYN-744,114333.0,43093.0,4,0,8.0,1
SYN-745,587465.0,36424.0,1,0,20.0,0
SYN-746,152350.0,125549.0,1,0,0.0,0
SYN-747,606281.0,52504.0,6,0,7.0,1
SYN-748,405067.0,108742.0,2,1,5.0,1
SYN-749,660388.0,32116.0,5,0,8.0,0
SYN-750,94363.0,146989.0,1,0,20.0,0
SYN-751,521821.0,164930.0,2,0,17.0,0
SYN-752,173146.0,155832.0,2,0,1.0,0
SYN-753,630024.0,173753.0,1,1,12.0,0
SYN-754,151962.0,165464.0,0,0,28.0,1
SYN-755,112546.0,96603.0,2,0,0.0,0
SYN-756,656154.0,89752.0,2,1,12.0,0
SYN-757,104002.0,164428.0,1,1,8.0,0
SYN-758,240851.0,169041.0,1,1,9.0,0
SYN-759,751025.0,175925.0,0,0,0.0,0
SYN-760,738235.0,145248.0,0,0,27.0,0
SYN-761,776007.0,60298.0,1,1,1.0,0
SYN-762,327185.0,171743.0,1,0,22.0,1
SYN-763,498841.0,172071.0,2,0,3.0,0
SYN-764,707345.0,129920.0,0,1,2.0,0
SYN-765,166438.0,158592.0,2,0,25.0,0
SYN-766,665732.0,114176.0,0,0,22.0,0
SYN-767,132863.0,171619.0,2,0,13.0,0
SYN-768,826263.0,44090.0,0,0,19.0,0
SYN-769,591714.0,159595.0,4,1,7.0,1
SYN-770,469310.0,38326.0,1,1,10.0,0
SYN-771,462020.0,80866.0,1,0,2.0,0
SYN-772,204158.0,50299.0,0,0,21.0,0
SYN-773,344030.0,101870.0,2,0,2.0,0
SYN-774,668055.0,64837.0,2,0,28.0,0
SYN-775,509802.0,172811.0,3,0,6.0,0
SYN-776,499910.0,113898.0,2,1,10.0,1
SYN-777,215959.0,164660.0,0,0,19.0,0
SYN-778,636808.0,71709.0,1,0,10.0,0
SYN-779,383229.0,33897.0,1,2,6.0,0
SYN-780,205340.0,146348.0,2,0,10.0,0
SYN-781,852217.0,135357.0,1,1,21.0,0
SYN-782,480779.0,111824.0,2,0,2.0,0
SYN-783,498831.0,152301.0,5,0,8.0,0
SYN-784,884166.0,156013.0,3,1,10.0,0
SYN-785,361445.0,118185.0,1,0,20.0,0
SYN-786,851568.0,174889.0,1,0,9.0,0
SYN-787,640687.0,137957.0,3,0,32.0,0
SYN-788,588131.0,131531.0,2,1,8.0,0
SYN-789,249256.0,84213.0,1,0,7.0,0
SYN-790,93992.0,30339.0,0,0,8.0,0
SYN-791,422116.0,66141.0,3,1,0.0,0
SYN-792,58645.0,144588.0,3,1,0.0,1
SYN-793,110352.0,136481.0,2,0,4.0,0
SYN-794,556028.0,79653.0,2,0,24.0,0
SYN-795,665801.0,123837.0,0,0,10.0,0
SYN-796,192756.0,59293.0,2,0,4.0,0
SYN-797,672625.0,69544.0,2,0,25.0,1
SYN-798,857267.0,172111.0,2,0,29.0,0
SYN-799,681700.0,91977.0,4,0,25.0,1
SYN-800,717008.0,66748.0,2,0,0.0,0
SYN-801,645606.0,103066.0,0,1,4.0,0
SYN-802,241027.0,88052.0,1,0,32.0,0
SYN-803,356756.0,139429.0,1,3,13.0,1
SYN-804,856877.0,174317.0,1,1,7.0,0
SYN-805,612029.0,118761.0,1,0,19.0,0
SYN-806,720671.0,118672.0,0,2,22.0,1
SYN-807,873390.0,84725.0,2,1,3.0,1
SYN-808,246721.0,114695.0,0,0,13.0,0
SYN-809,323434.0,77899.0,0,1,21.0,1
SYN-810,598081.0,30164.0,1,0,0.0,0
SYN-811,70704.0,159914.0,2,1,10.0,0
SYN-812,535536.0,94417.0,2,0,0.0,0
SYN-813,737385.0,103813.0,1,0,0.0,0
SYN-814,568877.0,42525.0,1,0,3.0,0
SYN-815,301084.0,155567.0,2,2,16.0,1
SYN-816,665488.0,55551.0,2,0,6.0,0
SYN-817,174127.0,91593.0,4,0,2.0,0
SYN-818,810557.0,156040.0,2,0,11.0,0
SYN-819,135778.0,98667.0,2,0,0.0,0
SYN-820,783967.0,169673.0,2,1,15.0,0
SYN-821,473138.0,61397.0,2,1,24.0,1
SYN-822,414350.0,137285.0,0,0,9.0,0
SYN-823,475562.0,176700.0,0,0,8.0,0
SYN-824,220175.0,112442.0,2,0,14.0,0
SYN-825,439033.0,133828.0,0,0,0.0,0
SYN-826,772262.0,88984.0,2,1,16.0,1
SYN-827,730812.0,142701.0,2,1,47.0,1
SYN-828,188591.0,166331.0,2,0,9.0,0
SYN-829,622408.0,135458.0,2,0,9.0,0
SYN-830,778312.0,170389.0,1,0,19.0,0
SYN-831,746802.0,118298.0,1,0,30.0,0
SYN-832,411788.0,116571.0,1,0,22.0,0
SYN-833,90879.0,75694.0,1,1,0.0,0
SYN-834,841494.0,136444.0,1,0,17.0,0
SYN-835,386502.0,162293.0,1,2,41.0,1
SYN-836,356830.0,126947.0,2,0,17.0,0
SYN-837,695588.0,64956.0,2,0,0.0,1
SYN-838,274376.0,111616.0,2,0,13.0,0
SYN-839,759536.0,143391.0,1,0,0.0,0
SYN-840,114644.0,170904.0,1,0,25.0,0
SYN-841,679605.0,53489.0,0,0,0.0,0
SYN-842,870921.0,49125.0,6,1,11.0,1
SYN-843,896403.0,91942.0,0,0,0.0,0
SYN-844,835234.0,48842.0,2,1,3.0,0
SYN-845,790148.0,177064.0,1,1,28.0,1
SYN-846,287048.0,93646.0,2,0,11.0,0
SYN-847,871651.0,110042.0,0,0,3.0,0
SYN-848,838712.0,64063.0,1,0,0.0,1
SYN-849,504217.0,97369.0,0,0,0.0,0
SYN-850,391766.0,177704.0,1,1,0.0,0
SYN-851,142877.0,103303.0,1,1,11.0,0
SYN-852,552039.0,31324.0,1,0,22.0,0
SYN-853,645464.0,66379.0,0,0,3.0,0
SYN-854,393397.0,176768.0,0,1,29.0,0
SYN-855,395125.0,178360.0,0,1,1.0,0
SYN-856,537315.0,61574.0,4,0,7.0,0
SYN-857,73616.0,122290.0,2,1,0.0,0
SYN-858,864186.0,41536.0,4,0,22.0,1
SYN-859,296420.0,116616.0,2,0,35.0,0
SYN-860,169757.0,48888.0,2,0,0.0,0
SYN-861,54665.0,152799.0,1,0,6.0,0
SYN-862,778358.0,170936.0,4,1,25.0,0
SYN-863,783726.0,55948.0,1,0,0.0,1
SYN-864,131011.0,99407.0,0,0,17.0,0
SYN-865,179405.0,45306.0,1,0,25.0,0
SYN-866,430717.0,80871.0,1,0,11.0,0
SYN-867,207849.0,39765.0,2,0,17.0,0
SYN-868,675448.0,69682.0,1,0,31.0,0
SYN-869,99334.0,178534.0,1,1,33.0,0
SYN-870,517253.0,36690.0,1,0,9.0,0
SYN-871,375373.0,158845.0,0,1,4.0,0
SYN-872,445205.0,41618.0,1,0,0.0,0
SYN-873,411044.0,109350.0,2,1,22.0,0
SYN-874,180185.0,97818.0,4,1,0.0,0
SYN-875,237239.0,169733.0,1,0,7.0,0
SYN-876,105087.0,59857.0,2,0,11.0,0
SYN-877,147993.0,56952.0,1,2,4.0,1
SYN-878,881211.0,142307.0,2,0,13.0,1
SYN-879,287819.0,138858.0,2,1,41.0,0
SYN-880,310972.0,134877.0,1,0,9.0,0
SYN-881,158040.0,33919.0,1,0,5.0,0
SYN-882,691890.0,68994.0,2,0,22.0,0
SYN-883,835521.0,155984.0,1,1,13.0,1
SYN-884,721288.0,120129.0,2,0,27.0,0
SYN-885,570723.0,120329.0,0,1,12.0,0
SYN-886,741248.0,74387.0,3,1,7.0,1
SYN-887,393596.0,69026.0,1,0,0.0,0
SYN-888,780573.0,171983.0,0,0,0.0,0
SYN-889,728741.0,139163.0,3,0,0.0,0
SYN-890,51466.0,49030.0,1,0,15.0,0
SYN-891,464625.0,170656.0,0,1,0.0,0
SYN-892,274924.0,117356.0,2,0,25.0,0
SYN-893,123298.0,80004.0,0,0,10.0,0
SYN-894,769267.0,89571.0,0,1,7.0,0
SYN-895,56757.0,138811.0,1,0,0.0,0
SYN-896,670639.0,86441.0,1,0,17.0,0
SYN-897,889963.0,116812.0,3,0,0.0,0
SYN-898,459717.0,136575.0,1,0,0.0,0
SYN-899,365554.0,59306.0,1,1,24.0,1
SYN-900,564958.0,171636.0,0,0,14.0,0
SYN-901,733993.0,83426.0,1,0,7.0,0
SYN-902,254214.0,92906.0,1,0,18.0,0
SYN-903,263096.0,134777.0,1,0,10.0,0
SYN-904,566101.0,121318.0,1,0,15.0,0
SYN-905,848898.0,96018.0,2,0,0.0,1
SYN-906,303674.0,127461.0,4,1,35.0,1
SYN-907,370241.0,165424.0,0,1,3.0,1
SYN-908,894333.0,150043.0,3,0,29.0,1
SYN-909,199789.0,153639.0,0,1,8.0,0
SYN-910,115423.0,68761.0,1,0,20.0,0
SYN-911,551292.0,92911.0,4,3,19.0,1
SYN-912,70627.0,113073.0,4,0,24.0,1
SYN-913,203368.0,36629.0,1,0,0.0,0
SYN-914,578878.0,145469.0,3,0,23.0,0
SYN-915,610586.0,78520.0,2,0,32.0,0
SYN-916,483861.0,72389.0,0,1,7.0,0
SYN-917,376186.0,68894.0,2,0,10.0,0
SYN-918,539768.0,72507.0,2,0,4.0,0
SYN-919,596878.0,80702.0,1,0,6.0,0
SYN-920,732960.0,120724.0,1,1,31.0,0
SYN-921,723838.0,117535.0,1,1,0.0,0
SYN-922,615081.0,68357.0,0,0,0.0,0
SYN-923,810098.0,60964.0,4,0,29.0,1
SYN-924,762321.0,153954.0,1,0,17.0,0
SYN-925,163259.0,43909.0,2,1,35.0,0
SYN-926,863178.0,106923.0,2,1,5.0,0
SYN-927,807981.0,108084.0,1,0,12.0,0
SYN-928,322788.0,116121.0,1,1,2.0,0
SYN-929,67157.0,162848.0,0,0,12.0,0
SYN-930,563380.0,123587.0,3,1,0.0,0
SYN-931,422655.0,176045.0,0,0,18.0,0
SYN-932,687132.0,160703.0,1,0,14.0,0
SYN-933,495910.0,62211.0,2,0,9.0,1
SYN-934,115017.0,66177.0,0,0,5.0,0
SYN-935,257984.0,81716.0,2,2,0.0,0
SYN-936,800145.0,88727.0,2,0,19.0,1
SYN-937,82036.0,112949.0,3,1,0.0,0
SYN-938,676169.0,64877.0,1,1,16.0,1
SYN-939,298152.0,63352.0,0,1,35.0,0
SYN-940,434744.0,87208.0,0,1,28.0,0
SYN-941,501355.0,130803.0,1,0,0.0,0
SYN-942,262569.0,133219.0,1,0,4.0,0
SYN-943,604166.0,176418.0,2,0,15.0,1
SYN-944,639426.0,60362.0,0,0,9.0,0
SYN-945,122301.0,88929.0,0,1,0.0,0
SYN-946,367838.0,174702.0,1,0,15.0,0
SYN-947,682721.0,133501.0,2,0,10.0,0
SYN-948,663392.0,118842.0,3,0,33.0,1
SYN-949,512913.0,110947.0,1,0,7.0,1
SYN-950,711024.0,41327.0,3,1,24.0,1
SYN-951,141498.0,164006.0,1,0,0.0,0
SYN-952,150480.0,123826.0,1,1,0.0,1
SYN-953,608866.0,115750.0,1,1,19.0,0
SYN-954,639334.0,110925.0,1,1,23.0,1
SYN-955,742348.0,88787.0,1,0,0.0,0
SYN-956,203881.0,68200.0,2,1,10.0,0
SYN-957,489256.0,143298.0,2,0,0.0,0
SYN-958,611707.0,106435.0,0,0,8.0,0
SYN-959,240145.0,35091.0,0,1,20.0,0
SYN-960,489389.0,89864.0,0,1,5.0,0
SYN-961,592678.0,169291.0,2,0,7.0,0
SYN-962,232282.0,86084.0,1,1,0.0,0
SYN-963,369229.0,91985.0,2,0,2.0,0
SYN-964,233888.0,123594.0,0,0,31.0,0
SYN-965,817501.0,150251.0,2,2,11.0,1
SYN-966,251279.0,130269.0,0,0,0.0,0
SYN-967,152709.0,157508.0,0,1,6.0,0
SYN-968,79882.0,47096.0,3,0,0.0,0
SYN-969,88210.0,168689.0,2,1,0.0,0
SYN-970,212848.0,165588.0,1,1,26.0,1
SYN-971,566977.0,107872.0,2,1,8.0,1
SYN-972,65002.0,123711.0,2,0,33.0,1
SYN-973,293732.0,61922.0,1,1,9.0,0
SYN-974,99442.0,97192.0,1,0,10.0,0
SYN-975,393110.0,60406.0,0,2,18.0,1
SYN-976,91290.0,33297.0,1,0,0.0,0
SYN-977,566411.0,177135.0,0,0,12.0,0
SYN-978,635161.0,68872.0,1,1,9.0,0
SYN-979,671637.0,118966.0,2,0,28.0,0
SYN-980,240692.0,75038.0,4,0,22.0,0
SYN-981,788225.0,85593.0,1,1,0.0,0
SYN-982,636745.0,89664.0,4,0,25.0,1
SYN-983,98153.0,80257.0,2,0,7.0,0
SYN-984,424652.0,125610.0,0,0,0.0,0
SYN-985,702593.0,174140.0,2,0,12.0,0
SYN-986,314260.0,94295.0,0,0,8.0,0
SYN-987,374325.0,175999.0,2,0,28.0,0
SYN-988,585163.0,130170.0,4,0,14.0,0
SYN-989,97159.0,121070.0,2,0,12.0,0
SYN-990,871895.0,65566.0,1,0,21.0,1
SYN-991,198309.0,39438.0,2,1,23.0,1
SYN-992,72671.0,157790.0,1,1,19.0,1
SYN-993,54525.0,116097.0,3,0,27.0,0
SYN-994,389621.0,92162.0,1,0,17.0,0
SYN-995,801615.0,151795.0,3,1,12.0,0
SYN-996,746798.0,76587.0,0,0,25.0,0
SYN-997,825239.0,147543.0,0,0,9.0,0
SYN-998,503715.0,79195.0,0,0,10.0,0
SYN-999,431434.0,168132.0,2,0,31.0,0
SYN-1000,377982.0,70195.0,1,1,29.0,0
SYN-1001,89455.0,50633.0,2,1,10.0,0
SYN-1002,823093.0,134715.0,2,1,5.0,1
SYN-1003,471750.0,54427.0,3,0,28.0,1
SYN-1004,436807.0,172404.0,4,0,20.0,1
SYN-1005,487892.0,128333.0,2,0,14.0,1
SYN-1006,725031.0,64629.0,3,0,6.0,0
SYN-1007,240800.0,61323.0,0,0,14.0,0
SYN-1008,653416.0,168581.0,4,1,10.0,1
SYN-1009,654154.0,121179.0,1,0,2.0,0
SYN-1010,772120.0,164060.0,0,1,12.0,0
SYN-1011,57381.0,46534.0,1,0,13.0,0
SYN-1012,194836.0,168809.0,0,0,5.0,0
SYN-1013,450390.0,108007.0,1,1,21.0,0
SYN-1014,772959.0,130263.0,0,1,25.0,1
SYN-1015,870349.0,85931.0,0,0,22.0,0
SYN-1016,555638.0,38871.0,1,0,7.0,0
SYN-1017,230314.0,173696.0,2,0,19.0,0
SYN-1018,206897.0,179190.0,5,0,11.0,1
SYN-1019,593527.0,84682.0,1,0,0.0,0
SYN-1020,228559.0,171580.0,3,0,18.0,0
SYN-1021,520124.0,55159.0,0,1,12.0,0
SYN-1022,759590.0,53203.0,2,0,41.0,0
SYN-1023,381347.0,40967.0,1,1,27.0,0
SYN-1024,371701.0,88690.0,1,1,19.0,1
SYN-1025,80719.0,37845.0,1,0,13.0,0
SYN-1026,265972.0,89199.0,1,0,12.0,0
SYN-1027,643463.0,50759.0,2,0,0.0,1
SYN-1028,356333.0,139579.0,2,1,0.0,0
SYN-1029,184554.0,155004.0,0,1,0.0,0
SYN-1030,139903.0,133172.0,1,1,9.0,0
SYN-1031,130795.0,60074.0,0,0,0.0,0
SYN-1032,610263.0,145027.0,3,0,3.0,0
SYN-1033,570728.0,67425.0,2,0,7.0,0
SYN-1034,490743.0,143923.0,0,0,7.0,0
SYN-1035,475277.0,115110.0,2,1,2.0,0
SYN-1036,180166.0,85007.0,3,0,6.0,0
SYN-1037,475514.0,42524.0,3,0,31.0,1
SYN-1038,100947.0,154126.0,1,0,18.0,0
SYN-1039,836980.0,170948.0,1,0,3.0,0
SYN-1040,99323.0,129888.0,0,0,9.0,0
SYN-1041,410001.0,174681.0,0,0,10.0,0
SYN-1042,50485.0,170117.0,1,1,1.0,0
SYN-1043,718228.0,59191.0,0,1,1.0,0
SYN-1044,191245.0,139682.0,1,1,22.0,1
SYN-1045,836179.0,82396.0,3,1,5.0,0
SYN-1046,87381.0,103128.0,2,1,0.0,0
SYN-1047,747669.0,53545.0,3,0,9.0,0
SYN-1048,608142.0,176217.0,3,0,11.0,0
SYN-1049,262275.0,138921.0,0,0,0.0,0
SYN-1050,222057.0,70036.0,1,0,10.0,0
SYN-1051,354026.0,85721.0,2,0,20.0,0
SYN-1052,754142.0,93372.0,3,0,15.0,0
SYN-1053,782663.0,142130.0,1,1,37.0,0
SYN-1054,198993.0,168855.0,5,0,25.0,0
SYN-1055,350431.0,78216.0,3,0,27.0,1
SYN-1056,251868.0,100875.0,1,1,44.0,0
SYN-1057,154246.0,118981.0,1,0,19.0,0
SYN-1058,599482.0,89002.0,3,1,12.0,1
SYN-1059,343990.0,105627.0,1,0,22.0,0
SYN-1060,241576.0,45856.0,0,1,3.0,0
SYN-1061,786098.0,55151.0,1,1,11.0,0
SYN-1062,686070.0,90165.0,4,0,2.0,1
SYN-1063,707697.0,167241.0,6,0,15.0,0
SYN-1064,83317.0,82404.0,4,0,2.0,0
SYN-1065,827861.0,67469.0,1,0,2.0,0
SYN-1066,538528.0,141429.0,1,0,15.0,0
SYN-1067,478232.0,172370.0,1,3,8.0,1
SYN-1068,58998.0,98869.0,1,0,0.0,0
